Date,Bullish,Neutral,Bearish,Total,Bullish 8-week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average +St. Dev.,Bullish Average -St. Dev.,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
4-26-01,0.466,0.224,0.31,1,0.3541,0.155,0.375,0.476,0.274,1253.07,1207.38,1253.05
5-3-01,0.635,0.149,0.216,1,0.394,0.419,0.375,0.476,0.274,1272.93,1232,1266.61
5-10-01,0.533,0.289,0.178,1,0.422,0.356,0.375,0.476,0.274,1270,1240.79,1245.67
5-17-01,0.518,0.294,0.188,1,0.452,0.329,0.375,0.476,0.274,1296.48,1241.02,1291.96
5-24-01,0.619,0.214,0.167,1,0.4828,0.452,0.375,0.476,0.274,1315.93,1276.42,1277.89
5-31-01,0.494,0.221,0.286,1,0.5006,0.208,0.375,0.476,0.274,1278.42,1245.96,1260.67
6-7-01,0.426,0.319,0.255,1,0.5159,0.17,0.375,0.476,0.274,1286.62,1256.36,1264.96
6-14-01,0.305,0.475,0.22,1,0.4993,0.085,0.375,0.476,0.274,1264.96,1203.03,1214.36
6-21-01,0.333,0.433,0.233,1,0.4828,0.1,0.375,0.476,0.274,1240.24,1207.71,1225.35
6-28-01,0.304,0.367,0.329,1,0.4414,-0.025,0.375,0.476,0.274,1237.29,1204.64,1224.38
7-5-01,0.407,0.407,0.185,1,0.4257,0.222,0.375,0.476,0.274,1239.78,1188.74,1190.59
7-12-01,0.253,0.385,0.363,1,0.3925,-0.11,0.375,0.476,0.274,1218.54,1168.46,1215.68
7-19-01,0.5,0.348,0.152,1,0.3777,0.348,0.375,0.476,0.274,1225.04,1196.14,1210.85
7-26-01,0.295,0.324,0.381,1,0.3529,-0.086,0.375,0.476,0.274,1215.22,1165.54,1205.82
8-2-01,0.364,0.273,0.364,1,0.3451,0,0.375,0.476,0.274,1226.27,1200.41,1214.35
8-9-01,0.349,0.374,0.277,1,0.3507,0.072,0.375,0.476,0.274,1214.35,1169.55,1190.16
8-16-01,0.354,0.271,0.375,1,0.3533,-0.021,0.375,0.476,0.274,1198.79,1156.07,1161.97
8-23-01,0.345,0.345,0.31,1,0.3584,0.035,0.375,0.476,0.274,1185.15,1153.34,1184.93
8-30-01,0.314,0.457,0.229,1,0.3468,0.086,0.375,0.476,0.274,1186.85,1124.87,1133.58
9-6-01,0.303,0.36,0.337,1,0.3531,-0.034,0.375,0.476,0.274,1155.4,1082.12,1085.78
9-13-01,0.267,0.367,0.367,1,0.324,-0.1,0.375,0.476,0.274,1092.54,1073.15,1092.54
9-20-01,0.311,0.243,0.446,1,0.3259,-0.135,0.375,0.476,0.274,1092.54,944.75,965.8
9-27-01,0.511,0.267,0.222,1,0.3443,0.289,0.375,0.476,0.274,1040.94,965.8,1040.94
10-4-01,0.512,0.195,0.293,1,0.3647,0.22,0.375,0.476,0.274,1084.12,1026.76,1071.38
10-11-01,0.474,0.246,0.281,1,0.3796,0.193,0.375,0.476,0.274,1099.16,1052.76,1091.65
10-18-01,0.606,0.183,0.211,1,0.4122,0.394,0.375,0.476,0.274,1107.12,1057.24,1073.48
10-25-01,0.559,0.265,0.177,1,0.4428,0.382,0.375,0.476,0.274,1110.61,1065.64,1104.61
11-1-01,0.35,0.317,0.333,1,0.4486,0.017,0.375,0.476,0.274,1104.61,1053.61,1087.2
11-8-01,0.346,0.231,0.423,1,0.4586,-0.077,0.375,0.476,0.274,1135.75,1087.2,1120.31
11-15-01,0.455,0.212,0.333,1,0.4765,0.121,0.375,0.476,0.274,1148.28,1098.32,1138.65
11-22-01,0.583,0.167,0.25,1,0.4855,0.333,0.375,0.476,0.274,1152.45,1129.78,1150.34
11-29-01,0.693,0.107,0.2,1,0.5082,0.493,0.375,0.476,0.274,1163.38,1125.51,1139.45
12-6-01,0.592,0.163,0.245,1,0.5229,0.347,0.375,0.476,0.274,1173.62,1125.78,1158.31
12-13-01,0.614,0.246,0.14,1,0.524,0.474,0.375,0.476,0.274,1158.31,1114.53,1123.09
12-20-01,0.525,0.213,0.262,1,0.5197,0.262,0.375,0.476,0.274,1152.44,1122.66,1144.89
12-27-01,0.577,0.154,0.269,1,0.5481,0.308,0.375,0.476,0.274,1164.64,1144.62,1161.02
1-3-02,0.511,0.244,0.244,1,0.5687,0.267,0.375,0.476,0.274,1176.55,1136.23,1172.51
1-10-02,0.548,0.233,0.219,1,0.5804,0.329,0.375,0.476,0.274,1176.97,1145.45,1145.6
1-17-02,0.296,0.409,0.296,1,0.5444,0,0.375,0.476,0.274,1148.81,1124.45,1127.58
1-24-02,0.347,0.347,0.306,1,0.5011,0.041,0.375,0.476,0.274,1139.5,1117.43,1133.28
1-31-02,0.455,0.318,0.227,1,0.4839,0.227,0.375,0.476,0.274,1138.63,1081.66,1122.2
2-7-02,0.375,0.396,0.229,1,0.4541,0.146,0.375,0.476,0.274,1122.2,1077.78,1096.22
2-14-02,0.452,0.387,0.161,1,0.4449,0.29,0.375,0.476,0.274,1124.72,1094.68,1104.18
2-21-02,0.364,0.382,0.255,1,0.4183,0.109,0.375,0.476,0.274,1104.18,1074.36,1089.84
2-28-02,0.444,0.352,0.204,1,0.4099,0.241,0.375,0.476,0.274,1131.79,1089.84,1131.78
3-7-02,0.533,0.311,0.156,1,0.4081,0.378,0.375,0.476,0.274,1172.76,1130.93,1164.31
3-14-02,0.565,0.29,0.145,1,0.4417,0.419,0.375,0.476,0.274,1173.03,1151.01,1154.09
3-21-02,0.532,0.355,0.113,1,0.4649,0.419,0.375,0.476,0.274,1173.94,1151.61,1151.85
3-28-02,0.512,0.256,0.233,1,0.472,0.279,0.375,0.476,0.274,1151.04,1131.61,1144.58
4-4-02,0.405,0.393,0.202,1,0.4758,0.202,0.375,0.476,0.274,1147.84,1119.68,1125.4
4-11-02,0.282,0.385,0.333,1,0.4546,-0.051,0.375,0.476,0.274,1131.76,1111.79,1130.47
4-18-02,0.402,0.366,0.232,1,0.4594,0.17,0.375,0.476,0.274,1133,1099.41,1126.07
4-25-02,0.367,0.4,0.233,1,0.4497,0.133,0.375,0.476,0.274,1125.17,1092.51,1093.14
5-2-02,0.27,0.396,0.333,1,0.4168,-0.063,0.375,0.476,0.274,1088.32,1063.46,1086.46
5-9-02,0.303,0.29,0.408,1,0.3841,-0.105,0.375,0.476,0.274,1088.92,1048.96,1088.85
5-16-02,0.368,0.349,0.283,1,0.3635,0.085,0.375,0.476,0.274,1104.23,1053.9,1091.07
5-23-02,0.262,0.333,0.405,1,0.3323,-0.143,0.375,0.476,0.274,1106.59,1075.64,1086.02
5-29-02,0.283,0.315,0.402,1,0.317,-0.12,0.375,0.476,0.274,1085.98,1067.66,1067.66
6-6-02,0.328,0.279,0.393,1,0.3227,-0.066,0.375,0.476,0.274,1070.74,1030.52,1049.9
6-13-02,0.318,0.346,0.336,1,0.3123,-0.018,0.375,0.476,0.274,1039.04,1002.58,1020.26
6-20-02,0.457,0.286,0.257,1,0.3236,0.2,0.375,0.476,0.274,1040.83,1007.27,1019.99
6-27-02,0.31,0.23,0.46,1,0.3285,-0.151,0.375,0.476,0.274,1005.88,952.92,973.53
7-3-02,0.266,0.266,0.469,1,0.3239,-0.203,0.375,0.476,0.274,994.46,934.87,989.03
7-11-02,0.351,0.227,0.423,1,0.3217,-0.072,0.375,0.476,0.274,993.56,920.29,920.47
7-18-02,0.263,0.2,0.538,1,0.3218,-0.275,0.375,0.476,0.274,926.52,876.46,906.04
7-25-02,0.279,0.233,0.488,1,0.3213,-0.209,0.375,0.476,0.274,854.13,775.68,843.43
8-1-02,0.342,0.342,0.316,1,0.3231,0.026,0.375,0.476,0.274,911.64,852.84,911.62
8-8-02,0.377,0.23,0.393,1,0.3305,-0.016,0.375,0.476,0.274,878.74,833.44,876.77
8-15-02,0.379,0.207,0.414,1,0.3207,-0.035,0.375,0.476,0.274,920.21,876.2,919.62
8-22-02,0.438,0.167,0.396,1,0.3367,0.042,0.375,0.476,0.274,951.59,927.21,949.36
8-29-02,0.5,0.21,0.29,1,0.366,0.21,0.375,0.476,0.274,955.82,913.21,917.87
9-5-02,0.315,0.185,0.5,1,0.3615,-0.185,0.375,0.476,0.274,916.07,875.73,893.4
9-12-02,0.384,0.247,0.37,1,0.3767,0.014,0.375,0.476,0.274,924.02,882.92,909.45
9-19-02,0.338,0.23,0.432,1,0.384,-0.095,0.375,0.476,0.274,902.68,839.09,845.39
9-26-02,0.245,0.284,0.471,1,0.3719,-0.226,0.375,0.476,0.274,845.39,817.38,839.66
10-3-02,0.352,0.169,0.479,1,0.3688,-0.127,0.375,0.476,0.274,851.93,800.2,827.91
10-10-02,0.289,0.164,0.548,1,0.3574,-0.26,0.375,0.476,0.274,808.86,775.8,776.76
10-17-02,0.395,0.211,0.395,1,0.3521,0,0.375,0.476,0.274,881.27,828.37,860.02
10-24-02,0.446,0.217,0.337,1,0.3453,0.109,0.375,0.476,0.274,900.69,873.06,896.14
10-31-02,0.515,0.206,0.279,1,0.3703,0.235,0.375,0.476,0.274,907.44,867.91,890.71
11-7-02,0.5,0.237,0.263,1,0.3848,0.237,0.375,0.476,0.274,925.66,900.96,923.76
11-14-02,0.487,0.189,0.324,1,0.4034,0.162,0.375,0.476,0.274,894.74,872.05,882.53
11-21-02,0.506,0.281,0.214,1,0.436,0.292,0.375,0.476,0.274,915.91,893.09,914.15
11-28-02,0.511,0.17,0.319,1,0.4558,0.192,0.375,0.476,0.274,941.82,912.1,936.31
12-5-02,0.529,0.294,0.177,1,0.4859,0.353,0.375,0.476,0.274,954.28,927.72,934.53
12-12-02,0.414,0.345,0.241,1,0.4883,0.172,0.375,0.476,0.274,912.23,891.97,904.96
12-19-02,0.429,0.271,0.3,1,0.4862,0.129,0.375,0.476,0.274,911.22,887.82,891.12
12-26-02,0.4,0.28,0.32,1,0.4718,0.08,0.375,0.476,0.274,902.43,892.26,897.38
1-2-03,0.324,0.297,0.378,1,0.4499,-0.054,0.375,0.476,0.274,882.1,869.45,879.82
1-9-03,0.381,0.191,0.429,1,0.4367,-0.048,0.375,0.476,0.274,931.77,908.32,909.93
1-16-03,0.292,0.417,0.292,1,0.4099,0,0.375,0.476,0.274,935.05,916.7,918.22
1-23-03,0.25,0.318,0.432,1,0.3774,-0.182,0.375,0.476,0.274,906,877.64,878.36
1-30-03,0.255,0.266,0.479,1,0.3431,-0.223,0.375,0.476,0.274,868.72,844.25,864.36
2-6-03,0.229,0.514,0.257,1,0.3199,-0.029,0.375,0.476,0.274,864.64,840.19,843.59
2-13-03,0.219,0.4,0.381,1,0.2937,-0.162,0.375,0.476,0.274,843.02,818.49,818.68
2-20-03,0.211,0.211,0.579,1,0.2701,-0.368,0.375,0.476,0.274,852.87,834.89,845.13
2-27-03,0.26,0.268,0.472,1,0.262,-0.211,0.375,0.476,0.274,848.17,818.54,827.55
3-6-03,0.333,0.273,0.394,1,0.2561,-0.061,0.375,0.476,0.274,852.34,819,829.85
3-13-03,0.343,0.143,0.514,1,0.2625,-0.171,0.375,0.476,0.274,828.89,788.9,804.19
3-20-03,0.429,0.191,0.381,1,0.2848,0.048,0.375,0.476,0.274,874.99,827.17,874.02
3-27-03,0.394,0.279,0.327,1,0.3022,0.067,0.375,0.476,0.274,895.79,862.02,869.95
4-3-03,0.324,0.294,0.382,1,0.314,-0.059,0.375,0.476,0.274,884.57,843.68,880.9
4-10-03,0.385,0.308,0.308,1,0.3347,0.077,0.375,0.476,0.274,904.89,865.72,865.99
4-17-03,0.463,0.222,0.315,1,0.3663,0.148,0.375,0.476,0.274,896.77,877.93,879.91
4-24-03,0.63,0.18,0.19,1,0.4125,0.44,0.375,0.476,0.274,919.74,886.7,919.02
5-1-03,0.486,0.257,0.257,1,0.4316,0.229,0.375,0.476,0.274,924.24,898.81,916.92
5-8-03,0.528,0.288,0.184,1,0.4547,0.344,0.375,0.476,0.274,939.61,924.55,934.39
5-15-03,0.628,0.209,0.163,1,0.4796,0.465,0.375,0.476,0.274,947.51,929.3,942.3
5-22-03,0.385,0.26,0.356,1,0.4784,0.029,0.375,0.476,0.274,944.3,912.05,923.42
5-29-03,0.629,0.229,0.143,1,0.5166,0.486,0.375,0.476,0.274,965.38,927.33,963.59
6-5-03,0.52,0.288,0.192,1,0.5335,0.328,0.375,0.476,0.274,987.85,963.59,986.24
6-12-03,0.5,0.208,0.292,1,0.5381,0.208,0.375,0.476,0.274,997.48,972.59,997.48
6-19-03,0.564,0.077,0.359,1,0.5299,0.205,0.375,0.476,0.274,1015.33,988.61,1010.09
6-26-03,0.714,0.2,0.086,1,0.5584,0.629,0.375,0.476,0.274,995.69,973.8,976.22
7-3-03,0.412,0.235,0.353,1,0.5439,0.059,0.375,0.476,0.274,995,962.1,985.7
7-10-03,0.432,0.257,0.311,1,0.5195,0.122,0.375,0.476,0.274,1010.43,983.63,998.14
7-17-03,0.513,0.202,0.286,1,0.5355,0.227,0.375,0.476,0.274,1015.41,978.6,993.32
7-24-03,0.52,0.173,0.307,1,0.5219,0.213,0.375,0.476,0.274,998.89,975.63,998.68
7-31-03,0.515,0.323,0.162,1,0.5213,0.354,0.375,0.476,0.274,1004.59,978.86,980.15
8-7-03,0.455,0.221,0.325,1,0.5156,0.13,0.375,0.476,0.274,985.75,960.84,977.59
8-14-03,0.506,0.258,0.236,1,0.5083,0.27,0.375,0.476,0.274,992.5,974.21,990.67
8-21-03,0.63,0.185,0.185,1,0.4977,0.444,0.375,0.476,0.274,1011.01,990.67,993.06
8-28-03,0.567,0.206,0.227,1,0.5171,0.34,0.375,0.476,0.274,1008.85,983.57,1008.01
9-4-03,0.623,0.213,0.164,1,0.541,0.459,0.375,0.476,0.274,1029.34,1005.73,1021.39
9-11-03,0.581,0.244,0.174,1,0.5496,0.407,0.375,0.476,0.274,1032.41,1007.71,1018.63
9-18-03,0.628,0.177,0.196,1,0.563,0.431,0.375,0.476,0.274,1040.29,1013.59,1036.3
9-25-03,0.573,0.204,0.223,1,0.5702,0.35,0.375,0.476,0.274,1036.3,996.08,996.85
10-2-03,0.5,0.214,0.286,1,0.5759,0.214,0.375,0.476,0.274,1039.31,990.36,1029.85
10-9-03,0.576,0.192,0.232,1,0.5846,0.344,0.375,0.476,0.274,1048.28,1026.27,1038.06
10-16-03,0.603,0.259,0.138,1,0.5814,0.466,0.375,0.476,0.274,1053.79,1038.06,1046.76
10-23-03,0.528,0.306,0.167,1,0.5765,0.361,0.375,0.476,0.274,1048.57,1028.39,1030.36
10-30-03,0.578,0.234,0.188,1,0.5709,0.391,0.375,0.476,0.274,1049.83,1028.91,1048.11
11-6-03,0.576,0.258,0.167,1,0.5702,0.409,0.375,0.476,0.274,1061.44,1044.88,1051.81
11-13-03,0.533,0.322,0.144,1,0.5584,0.389,0.375,0.476,0.274,1059.1,1043.46,1058.53
11-20-03,0.532,0.258,0.21,1,0.5533,0.323,0.375,0.476,0.274,1050.35,1034,1042.44
11-27-03,0.604,0.189,0.208,1,0.5663,0.396,0.375,0.476,0.274,1060.63,1035.28,1058.2
12-4-03,0.694,0.162,0.144,1,0.581,0.55,0.375,0.476,0.274,1074.3,1058.2,1064.73
12-11-03,0.553,0.237,0.211,1,0.5747,0.342,0.375,0.476,0.274,1074.76,1053.41,1074.14
12-18-03,0.602,0.204,0.194,1,0.584,0.408,0.375,0.476,0.274,1082.79,1068,1076.48
12-26-03,0.655,0.172,0.172,1,0.5936,0.483,0.375,0.476,0.274,1098.47,1086.14,1095.89
1-1-04,0.624,0.241,0.135,1,0.5996,0.489,0.375,0.476,0.274,1118.85,1105.08,1108.48
1-8-04,0.672,0.149,0.179,1,0.6169,0.493,0.375,0.476,0.274,1126.33,1108.48,1126.33
1-15-04,0.663,0.236,0.101,1,0.6332,0.562,0.375,0.476,0.274,1130.75,1115.19,1130.52
1-22-04,0.695,0.171,0.134,1,0.6447,0.561,0.375,0.476,0.274,1149.21,1134.62,1147.62
1-29-04,0.569,0.281,0.15,1,0.629,0.419,0.375,0.476,0.274,1155.38,1126.5,1128.48
2-5-04,0.509,0.273,0.218,1,0.6236,0.291,0.375,0.476,0.274,1142.45,1124.74,1126.52
2-12-04,0.561,0.293,0.146,1,0.6185,0.415,0.375,0.476,0.274,1158.89,1138.7,1157.76
2-19-04,0.565,0.226,0.21,1,0.6071,0.355,0.375,0.476,0.274,1158.98,1145.81,1151.82
2-26-04,0.416,0.279,0.305,1,0.5811,0.111,0.375,0.476,0.274,1146.69,1134.43,1143.67
3-4-04,0.478,0.391,0.13,1,0.5569,0.348,0.375,0.476,0.274,1157.45,1143.78,1151.03
3-11-04,0.413,0.252,0.336,1,0.5257,0.077,0.375,0.476,0.274,1159.94,1122.53,1123.89
3-18-04,0.386,0.351,0.263,1,0.4871,0.123,0.375,0.476,0.274,1125.76,1102.61,1123.75
3-25-04,0.315,0.259,0.426,1,0.4553,-0.111,0.375,0.476,0.274,1109.78,1087.16,1091.33
4-1-04,0.552,0.224,0.224,1,0.4606,0.328,0.375,0.476,0.274,1130.83,1108.06,1126.21
4-8-04,0.588,0.21,0.203,1,0.464,0.385,0.375,0.476,0.274,1150.57,1138.41,1140.53
4-15-04,0.638,0.225,0.138,1,0.4731,0.5,0.375,0.476,0.274,1147.78,1122.15,1128.17
4-22-04,0.5,0.275,0.225,1,0.4836,0.275,0.375,0.476,0.274,1139.26,1116.03,1124.09
4-29-04,0.5,0.288,0.212,1,0.4863,0.288,0.375,0.476,0.274,1146.56,1121.7,1122.41
5-6-04,0.39,0.339,0.271,1,0.4835,0.119,0.375,0.476,0.274,1127.74,1107.3,1121.53
5-13-04,0.329,0.237,0.434,1,0.4763,-0.105,0.375,0.476,0.274,1098.7,1076.32,1097.28
5-20-04,0.367,0.233,0.4,1,0.4828,-0.033,0.375,0.476,0.274,1105.93,1079.36,1088.68
5-27-04,0.361,0.236,0.403,1,0.459,-0.042,0.375,0.476,0.274,1116.71,1090.74,1114.94
6-3-04,0.333,0.405,0.262,1,0.4272,0.071,0.375,0.476,0.274,1128.1,1113.32,1124.99
6-10-04,0.553,0.29,0.158,1,0.4166,0.395,0.375,0.476,0.274,1142.18,1114.76,1131.33
6-17-04,0.414,0.305,0.281,1,0.4058,0.133,0.375,0.476,0.274,1137.36,1122.16,1133.56
6-24-04,0.564,0.205,0.231,1,0.4138,0.333,0.375,0.476,0.274,1145.15,1124.37,1144.06
7-1-04,0.57,0.273,0.158,1,0.4363,0.412,0.375,0.476,0.274,1144.2,1131.72,1140.84
7-8-04,0.551,0.235,0.214,1,0.4641,0.337,0.375,0.476,0.274,1125.38,1113.21,1118.33
7-15-04,0.474,0.29,0.237,1,0.4775,0.237,0.375,0.476,0.274,1119.6,1106.71,1111.47
7-22-04,0.357,0.405,0.238,1,0.477,0.119,0.375,0.476,0.274,1116.27,1093.88,1093.88
7-29-04,0.34,0.3,0.36,1,0.4778,-0.02,0.375,0.476,0.274,1098.84,1078.78,1095.42
8-5-04,0.31,0.352,0.338,1,0.4475,-0.028,0.375,0.476,0.274,1108.6,1092.4,1098.63
8-12-04,0.386,0.214,0.4,1,0.4439,-0.014,0.375,0.476,0.274,1079.04,1063.97,1075.79
8-19-04,0.349,0.302,0.349,1,0.417,0,0.375,0.476,0.274,1095.17,1064.8,1095.17
8-26-04,0.415,0.331,0.254,1,0.3977,0.161,0.375,0.476,0.274,1106.29,1092.82,1104.96
9-2-04,0.415,0.302,0.283,1,0.3807,0.132,0.375,0.476,0.274,1109.24,1094.72,1105.91
9-9-04,0.505,0.257,0.238,1,0.3846,0.267,0.375,0.476,0.274,1124.08,1113.63,1121.3
9-16-04,0.455,0.227,0.318,1,0.3968,0.136,0.375,0.476,0.274,1129.78,1123.35,1125.82
9-23-04,0.512,0.22,0.268,1,0.4183,0.244,0.375,0.476,0.274,1128.55,1120.34,1122.2
9-30-04,0.411,0.196,0.393,1,0.4309,0.018,0.375,0.476,0.274,1114.8,1101.29,1114.8
10-7-04,0.569,0.234,0.197,1,0.4538,0.372,0.375,0.476,0.274,1142.05,1131.5,1142.05
10-14-04,0.447,0.271,0.282,1,0.4661,0.165,0.375,0.476,0.274,1127.01,1109.63,1113.65
10-21-04,0.425,0.288,0.288,1,0.4673,0.137,0.375,0.476,0.274,1117.96,1094.25,1103.66
10-28-04,0.423,0.26,0.317,1,0.4683,0.106,0.375,0.476,0.274,1126.29,1090.29,1125.4
11-4-04,0.571,0.2,0.229,1,0.4766,0.343,0.375,0.476,0.274,1147.57,1127.6,1143.2
11-11-04,0.625,0.159,0.216,1,0.4979,0.409,0.375,0.476,0.274,1169.25,1162.32,1162.91
11-18-04,0.641,0.135,0.224,1,0.5141,0.417,0.375,0.476,0.274,1188.46,1175.32,1181.94
11-24-04,0.495,0.237,0.268,1,0.5246,0.227,0.375,0.476,0.274,1182.46,1176.94,1181.76
12-2-04,0.568,0.178,0.254,1,0.5244,0.314,0.375,0.476,0.274,1191.37,1172.37,1191.37
12-9-04,0.514,0.234,0.252,1,0.5327,0.261,0.375,0.476,0.274,1192.41,1177.07,1182.81
12-16-04,0.525,0.283,0.192,1,0.5452,0.333,0.375,0.476,0.274,1206.61,1188,1205.72
12-23-04,0.602,0.216,0.182,1,0.5676,0.421,0.375,0.476,0.274,1211.42,1193.36,1209.57
12-30-04,0.577,0.248,0.175,1,0.5683,0.401,0.375,0.476,0.274,1214.13,1204.92,1213.45
1-6-05,0.381,0.274,0.345,1,0.5378,0.036,0.375,0.476,0.274,1217.8,1183.72,1183.74
1-13-05,0.34,0.261,0.399,1,0.5001,-0.059,0.375,0.476,0.274,1194.78,1175.64,1184.52
1-20-05,0.337,0.327,0.337,1,0.4804,0,0.375,0.476,0.274,1195.98,1180.1,1184.52
1-27-05,0.264,0.371,0.364,1,0.4424,-0.1,0.375,0.476,0.274,1175.96,1163.75,1174.07
2-3-05,0.417,0.333,0.25,1,0.4303,0.167,0.375,0.476,0.274,1195.25,1171.36,1193.19
2-10-05,0.438,0.333,0.229,1,0.4194,0.208,0.375,0.476,0.274,1205.11,1191.54,1191.99
2-17-05,0.364,0.338,0.299,1,0.3895,0.065,0.375,0.476,0.274,1212.44,1203.59,1210.34
2-24-05,0.318,0.364,0.318,1,0.3572,0,0.375,0.476,0.274,1202.48,1184.16,1190.8
3-3-05,0.395,0.333,0.272,1,0.359,0.124,0.375,0.476,0.274,1215.79,1198.13,1210.08
3-10-05,0.497,0.255,0.248,1,0.3786,0.248,0.375,0.476,0.274,1229.06,1206.71,1207.01
3-17-05,0.325,0.351,0.325,1,0.3771,0,0.375,0.476,0.274,1210.54,1185.61,1188.07
3-24-05,0.232,0.348,0.419,1,0.3731,-0.187,0.375,0.476,0.274,1189.65,1168.7,1172.53
3-31-05,0.284,0.206,0.51,1,0.3565,-0.226,0.375,0.476,0.274,1181.54,1163.69,1181.41
4-7-05,0.277,0.284,0.439,1,0.3365,-0.161,0.375,0.476,0.274,1189.34,1167.72,1184.07
4-14-05,0.165,0.418,0.418,1,0.3117,-0.253,0.375,0.476,0.274,1190.17,1170.85,1173.79
4-21-05,0.368,0.303,0.329,1,0.318,0.04,0.375,0.476,0.274,1155.5,1136.15,1137.51
4-28-05,0.298,0.355,0.347,1,0.3058,-0.05,0.375,0.476,0.274,1164.8,1144.42,1156.38
5-5-05,0.286,0.265,0.449,1,0.2794,-0.163,0.375,0.476,0.274,1178.62,1154.71,1171.35
5-12-05,0.305,0.331,0.364,1,0.277,-0.058,0.375,0.476,0.274,1178.87,1157.71,1171.11
5-19-05,0.3892,0.3243,0.2865,1,0.2966,0.103,0.375,0.476,0.274,1187.9,1153.64,1185.56
5-26-05,0.4414,0.3243,0.2342,1,0.3162,0.207,0.375,0.476,0.274,1197.44,1185.96,1190.01
6-2-05,0.4861,0.3194,0.1944,1,0.3423,0.292,0.375,0.476,0.274,1205.64,1191.03,1202.22
6-9-05,0.4598,0.3448,0.1954,1,0.3792,0.264,0.375,0.476,0.274,1208.85,1192.75,1197.26
6-16-05,0.4805,0.3312,0.1883,1,0.3932,0.292,0.375,0.476,0.274,1208.08,1194.51,1206.58
6-23-05,0.4659,0.3523,0.1818,1,0.4142,0.284,0.375,0.476,0.274,1219.59,1210.65,1213.88
6-30-05,0.4589,0.2466,0.2945,1,0.4359,0.164,0.375,0.476,0.274,1204.07,1188.3,1199.85
7-7-05,0.4301,0.3656,0.2043,1,0.4515,0.226,0.375,0.476,0.274,1206.34,1192.49,1194.94
7-14-05,0.5789,0.2807,0.1404,1,0.4752,0.439,0.375,0.476,0.274,1233.16,1211.86,1227.92
7-21-05,0.4118,0.3137,0.2745,1,0.4715,0.137,0.375,0.476,0.274,1236.56,1221.13,1235.2
7-28-05,0.5752,0.2484,0.1765,1,0.4826,0.399,0.375,0.476,0.274,1238.36,1228.15,1236.79
8-4-05,0.4783,0.2609,0.2609,1,0.485,0.217,0.375,0.476,0.274,1245.86,1233.8,1245.04
8-11-05,0.3974,0.3141,0.2885,1,0.4746,0.109,0.375,0.476,0.274,1242.69,1222.67,1229.13
8-18-05,0.2929,0.303,0.404,1,0.4529,-0.111,0.375,0.476,0.274,1236.24,1218.07,1220.24
8-25-05,0.3614,0.3253,0.3133,1,0.4408,0.048,0.375,0.476,0.274,1228.96,1214.44,1217.59
9-1-05,0.3176,0.3059,0.3765,1,0.4267,-0.059,0.375,0.476,0.274,1220.36,1201.07,1220.33
9-8-05,0.4231,0.25,0.3269,1,0.4072,0.096,0.375,0.476,0.274,1237.06,1218.02,1236.36
9-15-05,0.5143,0.2,0.2857,1,0.42,0.229,0.375,0.476,0.274,1242.6,1226.16,1227.16
9-22-05,0.3947,0.2807,0.3246,1,0.3975,0.07,0.375,0.476,0.274,1237.91,1209.89,1210.2
9-29-05,0.3188,0.2899,0.3913,1,0.3775,-0.073,0.375,0.476,0.274,1222.56,1211.11,1216.89
10-6-05,0.5,0.2258,0.2742,1,0.3904,0.226,0.375,0.476,0.274,1233.34,1196.25,1196.39
10-13-05,0.3896,0.1299,0.4805,1,0.4024,-0.091,0.375,0.476,0.274,1196.52,1173.65,1177.68
10-20-05,0.4311,0.2096,0.3593,1,0.4112,0.072,0.375,0.476,0.274,1195.76,1170.55,1195.76
10-27-05,0.3205,0.2179,0.4615,1,0.4115,-0.141,0.375,0.476,0.274,1204.01,1179.59,1191.38
11-3-05,0.4295,0.2949,0.2756,1,0.4123,0.154,0.375,0.476,0.274,1215.17,1198.41,1214.76
11-10-05,0.5862,0.1839,0.2299,1,0.4213,0.356,0.375,0.476,0.274,1226.59,1216.08,1220.65
11-17-05,0.5363,0.2458,0.2179,1,0.439,0.318,0.375,0.476,0.274,1235.7,1215.05,1234.72
11-24-05,0.5733,0.2667,0.16,1,0.4708,0.413,0.375,0.476,0.274,1270.64,1259.51,1265.61
12-1-05,0.5247,0.2407,0.2346,1,0.4739,0.29,0.375,0.476,0.274,1268.44,1249.39,1249.48
12-8-05,0.4947,0.3158,0.1895,1,0.487,0.305,0.375,0.476,0.274,1272.89,1253.02,1257.37
12-15-05,0.4615,0.3173,0.2212,1,0.4908,0.24,0.375,0.476,0.274,1272.11,1255.52,1267.43
12-22-05,0.4103,0.3077,0.2821,1,0.5021,0.128,0.375,0.476,0.274,1270.51,1257.21,1268.66
12-29-05,0.373,0.2619,0.3651,1,0.495,0.008,0.375,0.476,0.274,1271.83,1256.54,1258.17
1-5-06,0.2935,0.3043,0.4022,1,0.4584,-0.109,0.375,0.476,0.274,1275.37,1245.74,1273.46
1-12-06,0.5896,0.2197,0.1908,1,0.4651,0.399,0.375,0.476,0.274,1294.9,1283.76,1294.18
1-19-06,0.5,0.2417,0.2583,1,0.4559,0.242,0.375,0.476,0.274,1287.61,1272.08,1277.93
1-26-06,0.3077,0.359,0.3333,1,0.4288,-0.026,0.375,0.476,0.274,1286.38,1259.42,1283.72
