Date,Bullish,Neutral,Bearish,Total,Bullish 8-week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average +St. Dev.,Bullish Average -St. Dev.,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
5-18-90,0.37,0.35,0.28,1,0.3075,0.09,0.375,0.476,0.274,354.75,354,354.64
5-25-90,0.39,0.32,0.29,1,0.3138,0.1,0.375,0.476,0.274,359.29,354.58,354.58
6-1-90,0.37,0.28,0.35,1,0.3125,0.02,0.375,0.476,0.274,363.16,360.65,363.16
6-8-90,0.35,0.35,0.3,1,0.3225,0.05,0.375,0.476,0.274,367.4,358.71,358.71
6-15-90,0.43,0.32,0.25,1,0.3338,0.18,0.375,0.476,0.274,366.25,361.63,362.91
6-22-90,0.34,0.32,0.34,1,0.3413,0,0.375,0.476,0.274,360.47,355.43,355.43
6-29-90,0.31,0.31,0.38,1,0.355,-0.07,0.375,0.476,0.274,358.02,352.06,358.02
7-6-90,0.28,0.34,0.38,1,0.355,-0.1,0.375,0.476,0.274,360.16,355.68,358.42
7-13-90,0.4,0.3,0.3,1,0.3588,0.1,0.375,0.476,0.274,367.31,356.49,367.31
7-20-90,0.4,0.3,0.3,1,0.36,0.1,0.375,0.476,0.274,368.95,361.61,361.61
7-27-90,0.52,0.24,0.24,1,0.3788,0.28,0.375,0.476,0.274,357.09,353.44,353.44
8-3-90,0.26,0.28,0.46,1,0.3675,-0.2,0.375,0.476,0.274,356.15,344.86,344.86
8-10-90,0.25,0.21,0.54,1,0.345,-0.29,0.375,0.476,0.274,339.94,334.43,335.52
8-17-90,0.18,0.23,0.59,1,0.325,-0.41,0.375,0.476,0.274,340.06,327.83,327.83
8-24-90,0.25,0.24,0.51,1,0.3175,-0.26,0.375,0.476,0.274,328.51,307.06,311.51
8-31-90,0.23,0.16,0.61,1,0.3113,-0.38,0.375,0.476,0.274,324.19,318.71,322.56
9-7-90,0.33,0.18,0.49,1,0.3025,-0.16,0.375,0.476,0.274,324.39,320.46,323.4
9-14-90,0.16,0.33,0.51,1,0.2725,-0.35,0.375,0.476,0.274,322.54,316.83,316.83
9-21-90,0.13,0.31,0.56,1,0.2238,-0.43,0.375,0.476,0.274,318.6,311.32,311.32
9-28-90,0.26,0.2,0.54,1,0.2238,-0.28,0.375,0.476,0.274,308.26,300.97,306.05
10-5-90,0.15,0.26,0.59,1,0.2113,-0.44,0.375,0.476,0.274,315.21,311.4,311.5
10-12-90,0.21,0.27,0.52,1,0.215,-0.31,0.375,0.476,0.274,313.48,295.46,300.03
10-19-90,0.13,0.2,0.67,1,0.2,-0.54,0.375,0.476,0.274,312.48,298.76,312.48
10-26-90,0.23,0.19,0.58,1,0.2,-0.35,0.375,0.476,0.274,314.76,304.71,304.71
11-2-90,0.2,0.36,0.44,1,0.1838,-0.24,0.375,0.476,0.274,311.85,301.88,311.85
11-9-90,0.2,0.32,0.48,1,0.1888,-0.28,0.375,0.476,0.274,314.59,306.01,313.74
11-16-90,0.12,0.33,0.55,1,0.1875,-0.43,0.375,0.476,0.274,320.4,317.02,317.12
11-21-90,0.16,0.37,0.47,1,0.175,-0.31,0.375,0.476,0.274,319.34,315.1,316.03
11-30-90,0.22,0.33,0.45,1,0.1838,-0.23,0.375,0.476,0.274,322.22,316.42,322.22
12-7-90,0.26,0.33,0.41,1,0.19,-0.15,0.375,0.476,0.274,329.92,324.1,327.75
12-14-90,0.31,0.31,0.38,1,0.2125,-0.07,0.375,0.476,0.274,330.19,326.44,326.82
12-21-90,0.16,0.34,0.5,1,0.2038,-0.34,0.375,0.476,0.274,331.75,326.02,331.75
12-28-90,0.3,0.3,0.4,1,0.2163,-0.1,0.375,0.476,0.274,330.85,328.29,328.72
1-4-91,0.31,0.39,0.3,1,0.23,0.01,0.375,0.476,0.274,330.22,321,321
1-11-91,0.22,0.3,0.48,1,0.2425,-0.26,0.375,0.476,0.274,315.44,311.49,315.23
1-18-91,0.22,0.27,0.51,1,0.25,-0.29,0.375,0.476,0.274,332.23,312.49,332.23
1-25-91,0.25,0.25,0.5,1,0.2538,-0.25,0.375,0.476,0.274,336.07,328.31,336.07
2-1-91,0.29,0.29,0.42,1,0.2575,-0.13,0.375,0.476,0.274,343.93,335.84,343.05
2-8-91,0.36,0.28,0.36,1,0.2638,0,0.375,0.476,0.274,359.35,343.05,359.35
2-15-91,0.46,0.3,0.24,1,0.3013,0.22,0.375,0.476,0.274,369.06,359.35,369.06
2-22-91,0.57,0.2,0.23,1,0.335,0.34,0.375,0.476,0.274,369.39,365.14,365.65
3-1-91,0.5,0.18,0.32,1,0.3588,0.18,0.375,0.476,0.274,370.42,362.81,370.42
3-8-91,0.5,0.21,0.29,1,0.3938,0.21,0.375,0.476,0.274,376.72,369.33,374.95
3-15-91,0.55,0.22,0.23,1,0.435,0.32,0.375,0.476,0.274,374.57,370.03,373.59
3-22-91,0.42,0.31,0.27,1,0.4563,0.15,0.375,0.476,0.274,372.11,366.58,367.48
3-29-91,0.47,0.28,0.25,1,0.4788,0.22,0.375,0.476,0.274,376.3,369.83,375.22
4-5-91,0.58,0.22,0.2,1,0.5063,0.38,0.375,0.476,0.274,379.77,371.3,375.36
4-12-91,0.43,0.32,0.25,1,0.5025,0.18,0.375,0.476,0.274,380.4,373.15,380.4
4-19-91,0.39,0.39,0.22,1,0.48,0.17,0.375,0.476,0.274,390.45,381.19,384.2
4-26-91,0.55,0.28,0.17,1,0.4863,0.38,0.375,0.476,0.274,382.76,379.02,379.02
5-3-91,0.39,0.33,0.28,1,0.4725,0.11,0.375,0.476,0.274,380.8,373.66,380.8
5-10-91,0.38,0.34,0.28,1,0.4513,0.1,0.375,0.476,0.274,383.25,375.74,375.74
5-17-91,0.42,0.32,0.26,1,0.4513,0.16,0.375,0.476,0.274,376.76,368.57,372.39
5-24-91,0.38,0.39,0.23,1,0.44,0.15,0.375,0.476,0.274,377.49,372.28,377.49
5-31-91,0.42,0.35,0.23,1,0.42,0.19,0.375,0.476,0.274,389.83,381.94,389.83
6-7-91,0.46,0.37,0.17,1,0.4238,0.29,0.375,0.476,0.274,388.06,383.63,379.43
6-14-91,0.47,0.31,0.22,1,0.4338,0.25,0.375,0.476,0.274,382.29,376.65,382.29
6-21-91,0.44,0.4,0.16,1,0.42,0.28,0.375,0.476,0.274,380.13,375.09,377.75
6-28-91,0.28,0.37,0.35,1,0.4063,-0.07,0.375,0.476,0.274,374.4,370.65,371.16
7-3-91,0.28,0.39,0.33,1,0.3938,-0.05,0.375,0.476,0.274,377.92,373.33,374.08
7-12-91,0.41,0.39,0.2,1,0.3925,0.21,0.375,0.476,0.274,380.25,375.74,380.25
7-19-91,0.27,0.51,0.22,1,0.3788,0.05,0.375,0.476,0.274,385.83,380.25,384.22
7-26-91,0.35,0.42,0.23,1,0.37,0.12,0.375,0.476,0.274,384.86,378.15,380.93
8-2-91,0.33,0.36,0.31,1,0.3538,0.02,0.375,0.476,0.274,389.56,380.45,387.18
8-9-91,0.26,0.45,0.29,1,0.3275,-0.03,0.375,0.476,0.274,391.8,384.29,387.12
8-16-91,0.37,0.33,0.3,1,0.3188,0.07,0.375,0.476,0.274,391.92,382.59,385.58
8-23-91,0.32,0.36,0.32,1,0.3238,0,0.375,0.476,0.274,395.34,374.09,394.17
8-30-91,0.41,0.4,0.19,1,0.34,0.22,0.375,0.476,0.274,396.82,391.77,395.43
9-6-91,0.36,0.31,0.33,1,0.3338,0.03,0.375,0.476,0.274,397.62,387.36,389.1
9-13-91,0.43,0.39,0.18,1,0.3538,0.25,0.375,0.476,0.274,389.34,382.85,383.59
9-20-91,0.32,0.48,0.2,1,0.35,0.12,0.375,0.476,0.274,389.42,382.77,387.92
9-27-91,0.31,0.38,0.31,1,0.3475,0,0.375,0.476,0.274,389.09,384.46,385.9
10-4-91,0.35,0.3,0.35,1,0.3588,0,0.375,0.476,0.274,390.03,381.24,381.24
10-11-91,0.39,0.37,0.24,1,0.3613,0.15,0.375,0.476,0.274,381.46,376.11,381.45
10-18-91,0.3,0.31,0.39,1,0.3588,-0.09,0.375,0.476,0.274,393.81,381.45,392.5
10-25-91,0.31,0.36,0.33,1,0.3463,-0.02,0.375,0.476,0.274,392.5,382.97,384.2
11-1-91,0.52,0.12,0.36,1,0.3663,0.16,0.375,0.476,0.274,395.1,384.2,391.32
11-8-91,0.32,0.36,0.32,1,0.3525,0,0.375,0.476,0.274,396.43,388.09,392.89
11-15-91,0.38,0.33,0.29,1,0.36,0.09,0.375,0.476,0.274,398.22,382.62,382.62
11-22-91,0.48,0.32,0.2,1,0.3813,0.28,0.375,0.476,0.274,385.4,374.52,376.14
11-27-91,0.33,0.27,0.4,1,0.3788,-0.07,0.375,0.476,0.274,378.11,375.22,376.55
12-6-91,0.23,0.32,0.45,1,0.3588,-0.22,0.375,0.476,0.274,382.39,375.41,379.1
12-13-91,0.33,0.36,0.31,1,0.3625,0.02,0.375,0.476,0.274,385.04,374.78,384.47
12-20-91,0.36,0.3,0.34,1,0.3688,0.02,0.375,0.476,0.274,388.24,380.64,387.04
12-27-91,0.39,0.29,0.32,1,0.3525,0.07,0.375,0.476,0.274,406.58,386.96,406.46
1-3-92,0.49,0.2,0.31,1,0.3738,0.18,0.375,0.476,0.274,419.79,406.46,419.34
1-10-92,0.48,0.27,0.25,1,0.3863,0.23,0.375,0.476,0.274,420.5,413.31,415.1
1-17-92,0.51,0.21,0.28,1,0.39,0.23,0.375,0.476,0.274,420.77,414.34,418.86
1-24-92,0.46,0.25,0.29,1,0.4063,0.17,0.375,0.476,0.274,418.13,412.64,415.48
1-31-92,0.47,0.26,0.27,1,0.4363,0.2,0.375,0.476,0.274,410.34,414.99,408.79
2-7-92,0.36,0.39,0.25,1,0.44,0.11,0.375,0.476,0.274,413.85,409.53,411.09
2-14-92,0.46,0.28,0.26,1,0.4525,0.2,0.375,0.476,0.274,417.13,413.69,412.48
2-21-92,0.47,0.25,0.28,1,0.4625,0.19,0.375,0.476,0.274,413.9,407.38,411.46
2-28-92,0.43,0.36,0.21,1,0.455,0.22,0.375,0.476,0.274,416.07,408.02,412.7
3-6-92,0.45,0.29,0.26,1,0.4513,0.19,0.375,0.476,0.274,413.78,403.65,404.44
3-13-92,0.38,0.35,0.27,1,0.435,0.11,0.375,0.476,0.274,409.16,404.72,405.84
3-20-92,0.48,0.29,0.23,1,0.4375,0.25,0.375,0.476,0.274,411.3,406.39,411.3
3-27-92,0.43,0.35,0.22,1,0.4325,0.21,0.375,0.476,0.274,409.91,403.5,403.5
4-3-92,0.35,0.42,0.23,1,0.4313,0.12,0.375,0.476,0.274,404.23,400.5,401.55
4-10-92,0.43,0.27,0.3,1,0.4275,0.13,0.375,0.476,0.274,405.59,394.5,404.29
4-17-92,0.37,0.38,0.25,1,0.415,0.12,0.375,0.476,0.274,416.28,406.08,416.05
4-24-92,0.52,0.34,0.14,1,0.4263,0.38,0.375,0.476,0.274,411.6,409.81,409.02
5-1-92,0.29,0.36,0.35,1,0.4063,-0.06,0.375,0.476,0.274,414.95,408.45,412.53
5-8-92,0.43,0.31,0.26,1,0.4125,0.17,0.375,0.476,0.274,416.91,415.85,416.05
5-15-92,0.4,0.37,0.23,1,0.4025,0.17,0.375,0.476,0.274,418.49,410.09,410.09
5-22-92,0.48,0.24,0.28,1,0.4088,0.2,0.375,0.476,0.274,416.37,412.6,414.02
5-29-92,0.41,0.43,0.16,1,0.4163,0.25,0.375,0.476,0.274,416.74,411.41,415.35
6-5-92,0.41,0.4,0.19,1,0.4138,0.22,0.375,0.476,0.274,417.3,413.26,413.48
6-12-92,0.31,0.46,0.23,1,0.4063,0.08,0.375,0.476,0.274,413.36,406.64,409.76
6-19-92,0.35,0.37,0.28,1,0.385,0.07,0.375,0.476,0.274,410.29,400.96,403.67
6-26-92,0.39,0.34,0.27,1,0.3975,0.12,0.375,0.476,0.274,404.04,403.12,403.45
7-2-92,0.21,0.44,0.35,1,0.37,-0.14,0.375,0.476,0.274,412.88,408.14,411.77
7-9-92,0.23,0.42,0.35,1,0.3488,-0.12,0.375,0.476,0.274,414.62,409.16,414.62
7-17-92,0.29,0.4,0.31,1,0.325,-0.02,0.375,0.476,0.274,417.81,412.96,415.62
7-24-92,0.32,0.44,0.24,1,0.3138,0.08,0.375,0.476,0.274,415.62,409.94,411.6
7-31-92,0.22,0.47,0.31,1,0.29,-0.09,0.375,0.476,0.274,424.8,411.27,424.21
8-5-92,0.28,0.39,0.33,1,0.2863,-0.05,0.375,0.476,0.274,424.36,421.92,422.19
8-14-92,0.26,0.37,0.37,1,0.275,-0.11,0.375,0.476,0.274,423.45,416.4,419.91
8-21-92,0.22,0.34,0.44,1,0.2538,-0.22,0.375,0.476,0.274,421.89,413.58,414.85
8-28-92,0.3,0.37,0.33,1,0.265,-0.03,0.375,0.476,0.274,414.95,408.3,414.84
9-4-92,0.14,0.44,0.42,1,0.2538,-0.28,0.375,0.476,0.274,420.31,413.35,417.08
9-11-92,0.22,0.39,0.39,1,0.245,-0.17,0.375,0.476,0.274,420.58,414.3,419.58
9-18-92,0.21,0.42,0.37,1,0.2313,-0.16,0.375,0.476,0.274,425.27,417.77,422.93
9-25-92,0.25,0.34,0.41,1,0.235,-0.16,0.375,0.476,0.274,422.93,412.71,414.35
10-2-92,0.3,0.35,0.35,1,0.2375,-0.05,0.375,0.476,0.274,418.67,410.45,410.47
10-9-92,0.21,0.35,0.44,1,0.2313,-0.23,0.375,0.476,0.274,407.75,402.42,402.66
10-16-92,0.2,0.24,0.56,1,0.2288,-0.36,0.375,0.476,0.274,411.73,407.43,411.73
10-23-92,0.21,0.32,0.47,1,0.2175,-0.26,0.375,0.476,0.274,417.98,407.43,414.1
10-30-92,0.35,0.35,0.3,1,0.2438,0.05,0.375,0.476,0.274,421.16,413.7,418.68
11-6-92,0.49,0.27,0.24,1,0.2775,0.25,0.375,0.476,0.274,422.81,415.58,417.58
11-13-92,0.37,0.44,0.19,1,0.2975,0.18,0.375,0.476,0.274,423.1,416.79,422.43
11-20-92,0.48,0.38,0.14,1,0.3263,0.34,0.375,0.476,0.274,426.98,418.31,426.65
11-25-92,0.43,0.37,0.2,1,0.3425,0.23,0.375,0.476,0.274,429.41,422.5,429.19
12-4-92,0.37,0.39,0.24,1,0.3625,0.13,0.375,0.476,0.274,432.89,428.61,432.06
12-11-92,0.43,0.42,0.15,1,0.3913,0.28,0.375,0.476,0.274,436.99,432.06,433.73
12-18-92,0.63,0.27,0.1,1,0.4438,0.53,0.375,0.476,0.274,441.29,430.88,441.28
12-24-92,0.55,0.3,0.15,1,0.4688,0.4,0.375,0.476,0.274,441.64,438.25,439.77
1-1-93,0.6,0.27,0.13,1,0.4825,0.47,0.375,0.476,0.274,442.65,435.71,435.71
1-8-93,0.2,0.49,0.31,1,0.4613,-0.11,0.375,0.476,0.274,437.32,426.88,429.05
1-15-93,0.54,0.32,0.14,1,0.4688,0.4,0.375,0.476,0.274,439.49,428.19,437.15
1-22-93,0.41,0.38,0.21,1,0.4663,0.2,0.375,0.476,0.274,437.82,432.48,436.11
1-29-93,0.4,0.37,0.23,1,0.47,0.17,0.375,0.476,0.274,442.66,436.11,438.78
2-5-93,0.44,0.34,0.22,1,0.4713,0.22,0.375,0.476,0.274,449.86,438.78,448.93
2-12-93,0.47,0.31,0.22,1,0.4513,0.25,0.375,0.476,0.274,450.04,444.24,444.58
2-19-93,0.46,0.27,0.27,1,0.44,0.19,0.375,0.476,0.274,444.58,428.25,434.22
2-26-93,0.34,0.32,0.34,1,0.4075,0,0.375,0.476,0.274,443.77,432.41,443.38
3-5-93,0.27,0.36,0.37,1,0.4163,-0.1,0.375,0.476,0.274,450,441.07,446.11
3-12-93,0.45,0.33,0.22,1,0.405,0.23,0.375,0.476,0.274,456.33,447.04,449.83
3-19-93,0.41,0.32,0.27,1,0.405,0.14,0.375,0.476,0.274,453.32,447.99,450.18
3-26-93,0.43,0.34,0.23,1,0.4088,0.2,0.375,0.476,0.274,452.09,446.08,447.78
4-2-93,0.37,0.36,0.27,1,0.4,0.1,0.375,0.476,0.274,454.88,440.71,441.39
4-9-93,0.32,0.39,0.29,1,0.3813,0.03,0.375,0.476,0.274,443.77,439.48,441.84
4-16-93,0.31,0.35,0.34,1,0.3625,-0.03,0.375,0.476,0.274,450.4,441.84,448.94
4-23-93,0.28,0.42,0.3,1,0.355,-0.02,0.375,0.476,0.274,449.39,436.82,437.17
4-30-93,0.22,0.37,0.41,1,0.3488,-0.19,0.375,0.476,0.274,442.29,432.3,440.19
5-7-93,0.21,0.45,0.34,1,0.3188,-0.13,0.375,0.476,0.274,446.09,438.25,442.31
5-14-93,0.2,0.41,0.39,1,0.2925,-0.19,0.375,0.476,0.274,445.42,438.1,439.56
5-21-93,0.21,0.34,0.45,1,0.265,-0.24,0.375,0.476,0.274,450.59,436.83,445.84
5-28-93,0.24,0.37,0.39,1,0.2488,-0.15,0.375,0.476,0.274,454.55,444.89,450.19
6-4-93,0.33,0.39,0.28,1,0.25,0.05,0.375,0.476,0.274,455.63,448.92,450.06
6-11-93,0.23,0.36,0.41,1,0.24,-0.18,0.375,0.476,0.274,452.49,444.09,447.26
6-18-93,0.22,0.35,0.43,1,0.2325,-0.21,0.375,0.476,0.274,448.98,443.61,443.68
6-25-93,0.28,0.38,0.34,1,0.24,-0.06,0.375,0.476,0.274,448.64,443.19,447.6
7-2-93,0.18,0.44,0.38,1,0.2363,-0.2,0.375,0.476,0.274,451.9,445.2,445.84
7-9-93,0.21,0.45,0.34,1,0.2375,-0.13,0.375,0.476,0.274,448.96,441.4,448.13
7-16-93,0.22,0.44,0.34,1,0.2388,-0.12,0.375,0.476,0.274,451.12,445.66,445.75
7-23-93,0.24,0.43,0.33,1,0.2388,-0.09,0.375,0.476,0.274,449.22,443.71,447.1
7-30-93,0.25,0.45,0.3,1,0.2288,-0.05,0.375,0.476,0.274,450.77,444.51,448.13
8-6-93,0.26,0.42,0.32,1,0.2325,-0.06,0.375,0.476,0.274,450.43,446.94,448.68
8-13-93,0.25,0.41,0.34,1,0.2363,-0.09,0.375,0.476,0.274,451.63,447.53,450.14
8-20-93,0.29,0.41,0.3,1,0.2375,-0.01,0.375,0.476,0.274,456.99,448.96,456.16
8-27-93,0.27,0.35,0.38,1,0.2488,-0.11,0.375,0.476,0.274,461.04,454.29,460.54
9-3-93,0.38,0.33,0.29,1,0.27,0.09,0.375,0.476,0.274,463.8,459.19,461.34
9-10-93,0.3,0.3,0.4,1,0.28,-0.1,0.375,0.476,0.274,462.07,453.75,461.72
9-17-93,0.32,0.34,0.34,1,0.29,-0.02,0.375,0.476,0.274,463.38,456.31,458.83
9-24-93,0.28,0.4,0.32,1,0.2938,-0.04,0.375,0.476,0.274,459.91,449.64,457.63
10-1-93,0.26,0.34,0.4,1,0.2938,-0.14,0.375,0.476,0.274,462.17,456.92,461.29
10-8-93,0.29,0.37,0.34,1,0.2988,-0.05,0.375,0.476,0.274,463.15,456.4,460.31
10-15-93,0.31,0.38,0.31,1,0.3013,0,0.375,0.476,0.274,471.1,456.4,469.5
10-22-93,0.42,0.3,0.28,1,0.32,0.14,0.375,0.476,0.274,471.1,463.27,463.27
10-29-93,0.43,0.33,0.24,1,0.3263,0.19,0.375,0.476,0.274,468.76,462.05,467.83
11-4-93,0.32,0.36,0.32,1,0.3288,0,0.375,0.476,0.274,469.11,454.36,459.57
11-11-93,0.35,0.3,0.35,1,0.3325,0,0.375,0.476,0.274,465.84,454.36,465.39
11-18-93,0.34,0.31,0.35,1,0.34,-0.01,0.375,0.476,0.274,467.24,460.03,462.6
11-24-93,0.45,0.3,0.25,1,0.3638,0.2,0.375,0.476,0.274,462.9,457.08,462.36
12-2-93,0.33,0.32,0.35,1,0.3688,-0.02,0.375,0.476,0.274,464.89,460.45,464.89
12-9-93,0.37,0.39,0.24,1,0.3763,0.13,0.375,0.476,0.274,466.89,462.66,463.93
12-16-93,0.33,0.38,0.29,1,0.365,0.04,0.375,0.476,0.274,466.38,461.84,466.38
12-23-93,0.36,0.31,0.33,1,0.3563,0.03,0.375,0.476,0.274,468.97,463.34,467.38
12-30-93,0.44,0.28,0.28,1,0.3713,0.16,0.375,0.476,0.274,471.29,466.45,466.45
1-6-94,0.4,0.33,0.27,1,0.3775,0.13,0.375,0.476,0.274,470.26,464.36,469.9
1-13-94,0.38,0.31,0.31,1,0.3825,0.07,0.375,0.476,0.274,475.32,467.03,474.91
1-20-94,0.48,0.26,0.26,1,0.3863,0.22,0.375,0.476,0.274,475.56,472.21,474.72
1-27-94,0.41,0.25,0.34,1,0.3963,0.07,0.375,0.476,0.274,479.75,470.27,478.7
2-3-94,0.38,0.29,0.33,1,0.3975,0.05,0.375,0.476,0.274,482.85,469.28,469.81
2-10-94,0.49,0.27,0.24,1,0.4175,0.25,0.375,0.476,0.274,473.13,466.89,470.18
2-17-94,0.4,0.36,0.24,1,0.4225,0.16,0.375,0.476,0.274,475.13,466.07,467.69
2-24-94,0.41,0.3,0.29,1,0.4188,0.12,0.375,0.476,0.274,472.41,464.26,466.07
3-3-94,0.31,0.42,0.27,1,0.4075,0.04,0.375,0.476,0.274,469.16,457.67,464.74
3-10-94,0.29,0.34,0.37,1,0.3963,-0.08,0.375,0.476,0.274,468.07,462.46,466.44
3-17-94,0.24,0.41,0.35,1,0.3663,-0.11,0.375,0.476,0.274,471.09,465.48,471.06
3-24-94,0.29,0.37,0.34,1,0.3513,-0.05,0.375,0.476,0.274,471.06,460.58,460.58
